source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split,near_miss_kind,missing_discriminator,confusable_with
dpr_day_04.txt,2026-04-20,"Shop assemble flare stack sections, FST-1301 — completed on 22 Apr",STA-FLR-1220,exact,2026-04-22,static_equipment,test,,,
dpr_day_04.txt,2026-04-20,"Set wellhead control panel skid, Unit 2 stopped, material shortage at store",STA-SET-1212,exact,,static_equipment,train,,,
dpr_day_04.txt,2026-04-20,"Team deployed on 10""-P-1602-B1A, balance to follow, as of 17/Apr/2026",PIP-UGS-1174,near_miss,2026-04-17,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1171|PIP-UGS-1172|PIP-UGS-1173|PIP-UGS-1175|PIP-ERC-1352
dpr_day_04.txt,2026-04-20,"Progressed the 10""-P-1602-B1A scope today, 33% complete",PIP-ERC-1352,near_miss,,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1171|PIP-UGS-1172|PIP-UGS-1173|PIP-UGS-1174|PIP-UGS-1175
dpr_day_04.txt,2026-04-20,"2, Unit 2 header 20""- -2001-A1A ongoing at site",PIP-HYT-1511,near_miss,,piping,train,discriminator_omitted,erect / line / production / hydrotest / package,PIP-ERC-1321
dpr_day_04.txt,2026-04-20,"Crew working on 7-day wet cure, foundation",CIV-FDN-1104,near_miss,,civil,dev,discriminator_omitted,1101 / separator / 2101,CIV-FDN-1118
dpr_day_04.txt,2026-04-20,"Progressed the V-1101 scope today, 72% complete, as of 19/04/2026",CIV-FDN-1103,near_miss,2026-04-19,civil,dev,shared_tag,which activity on V-1101,CIV-FDN-1102|CIV-FDN-1104|CIV-FDN-1105|CIV-FDN-1106|STA-SET-1200|STA-SET-1201|STA-SET-1202|STA-PRS-1520
dpr_day_04.txt,2026-04-20,"FST-1301 activity ongoing, no issues reported, as of 19 Apr 2026",STA-FLS-1526,near_miss,2026-04-19,static_equipment,test,shared_tag,which activity on FST-1301,CIV-FDN-1127|STA-FLR-1220|STA-FLR-1221|STA-FLR-1223|STA-FLR-1224|PIP-ERC-1331
dpr_day_04.txt,2026-04-20,"Client PMC walkdown carried out, observations noted in the log",NO_MATCH,no_match,,,test,,,
dpr_day_04.txt,2026-04-20,Store bin cards updated after physical verification,NO_MATCH,no_match,,,test,,,
dpr_day_05.txt,2026-05-02,"Mobilised for Sleeper and column footings, pipe rack Module 2",CIV-FDN-1166,exact,,civil,train,,,
dpr_day_05.txt,2026-05-02,"PCC blinding course, the separator vessel-1201 foundations, Unit 1 closed out 21 Apr",CIV-FDN-1101,exact,2026-04-21,civil,train,,,
dpr_day_05.txt,2026-05-02,"Grouting, V-1201 base ring in progress, 1 of 0.8 m3 achieved",CIV-FDN-1109,exact,,civil,test,,,
dpr_day_05.txt,2026-05-02,"Kerbing around wellhead cellars, Unit 1 under way at the work front",CIV-FDN-1111,exact,,civil,train,,,
dpr_day_05.txt,2026-05-02,"Work front opened for Grouting, the separator vessel skid on 2026-05-02",CIV-FDN-1119,exact,2026-05-02,civil,dev,,,
dpr_day_05.txt,2026-05-02,"Sleeper and column footings, pipe rack Module 3 completed 04/May/2026",CIV-FDN-1167,exact,2026-05-04,civil,train,,,
dpr_day_05.txt,2026-05-02,"7-day wet cure, V-2101 foundation closed out 2026-04-30",CIV-FDN-1118,exact,2026-04-30,civil,dev,,,
dpr_day_05.txt,2026-05-02,"Control building foundation and plinth, substation — completed on 6 May",CIV-FDN-1160,exact,2026-05-06,civil,test,,,
dpr_day_05.txt,2026-05-02,"Test separator plinth V-2201, Unit 2 under way at the work front",CIV-FDN-1120,exact,,civil,train,,,
dpr_day_05.txt,2026-05-02,"7-day wet cure, separator foundation vessel — commenced 2026-05-04",CIV-FDN-1104,exact,2026-05-04,civil,dev,,,
dpr_day_05.txt,2026-05-02,"Erect flare header riser, FST-1301 to tip stopped, material shortage at store",PIP-ERC-1331,exact,,piping,test,,,
dpr_day_05.txt,2026-05-02,"Set production manifold header assemblies, Unit 1, 16""-P-1002-A1A tie-ins started 05/May/2026",STA-SET-1204,exact,2026-05-05,static_equipment,test,,,
dpr_day_05.txt,2026-05-02,Set flare knockout drum the separator vessel closed out 23 Apr,STA-FLR-1222,exact,2026-04-23,static_equipment,train,,,
dpr_day_05.txt,2026-05-02,Rig and set separator V-2101 — closed out this week,STA-SET-1210,exact,,static_equipment,dev,,,
dpr_day_05.txt,2026-05-02,"Erect flare stack FST-1301, guys tensioned, 1 nos out of 1 complete so far",STA-FLR-1221,exact,,static_equipment,test,,,
dpr_day_05.txt,2026-05-02,"Fit internals and demisters, V-2201 — 1 nos out of 1 done",STA-INT-1214,exact,,static_equipment,train,,,
dpr_day_05.txt,2026-05-02,Install flare tip ignition panel and pilot lines (FST-1301) is done and signed off,STA-FLR-1224,exact,,static_equipment,test,,,
dpr_day_05.txt,2026-05-02,"Tank shell erection and roof, the storage tank, finished 2 May, JMR raised",STA-TNK-1234,exact,2026-05-02,static_equipment,train,,,
dpr_day_05.txt,2026-05-02,"Crew deployed on Install flare tip and molecular seal, FST-1301",STA-FLR-1223,exact,,static_equipment,test,,,
dpr_day_05.txt,2026-05-02,"Set test separator V-2201, Unit 2 — closed out this week",STA-SET-1211,exact,,static_equipment,train,,,
dpr_day_05.txt,2026-05-02,"Lightning mast and down conductors, flare area — progress slow, 33% only",EL-GRD-1379,exact,,electrical,test,,,
dpr_day_05.txt,2026-05-02,"Progressed the 24""-P-1001-A1A scope today, 70% complete",PIP-ERC-1312,near_miss,,piping,dev,shared_tag,"which activity on 24""-P-1001-A1A",PIP-FAB-1310|PIP-ERC-1311|PIP-HLT-1314
dpr_day_05.txt,2026-05-02,"Progressed the 18""-P-1301-B7A scope today, 84% complete",PIP-HYT-1512,near_miss,,piping,dev,shared_tag,"which activity on 18""-P-1301-B7A",PIP-ERC-1330
dpr_day_05.txt,2026-05-02,"Erect line header Unit, work in progress",PIP-ERC-1322,near_miss,,piping,test,adjacent_sequence,"10"" / 20"" / 2001 / 2002 / a1a / a5a",PIP-ERC-1321
dpr_day_05.txt,2026-05-02,"Progressed the TK-2102 scope today, 46% complete",STA-TNK-1235,near_miss,,static_equipment,train,shared_tag,which activity on TK-2102,CIV-FDN-1152|STA-TNK-1234|STA-DRY-1522
dpr_day_05.txt,2026-05-02,"Work continuing on V-1201, about 84% done",CIV-FDN-1109,near_miss,,civil,test,shared_tag,which activity on V-1201,CIV-FDN-1107|CIV-FDN-1108|STA-SET-1203
dpr_day_05.txt,2026-05-02,"Team deployed on V-2201, balance to follow",CIV-FDN-1120,near_miss,,civil,train,shared_tag,which activity on V-2201,STA-SET-1211|STA-INT-1214
dpr_day_05.txt,2026-05-02,Site query raised on the foundation bolt projection detail,NO_MATCH,no_match,,,train,,,
dpr_day_05.txt,2026-05-02,"Behavioural safety observation cards collected, 34 this week",NO_MATCH,no_match,,,dev,,,
dpr_day_06.txt,2026-05-16,"Anchor bolt setting, separator skid vessel, 7 nos out of 12 complete so far, as of 15 May",CIV-FDN-1105,exact,2026-05-15,civil,dev,,,
dpr_day_06.txt,2026-05-16,"Transformer plinths and cable trenches, the transformer and under way at the work front",CIV-FDN-1162,exact,,civil,test,,,
dpr_day_06.txt,2026-05-16,"Non-shrink grouting, separator skid base ring the separator vessel completed 2026-05-15",CIV-FDN-1106,exact,2026-05-15,civil,dev,,,
dpr_day_06.txt,2026-05-16,"Cable trench with precast covers, Unit 1 to substation in progress, 73 of 210 m achieved",CIV-UGS-1180,exact,,civil,test,,,
dpr_day_06.txt,2026-05-16,Work front opened for Control building blockwork and roofing on 19 May 2026,CIV-BLD-1161,exact,2026-05-19,civil,dev,,,
dpr_day_06.txt,2026-05-16,"Sleeper and column footings, pipe rack Module 3 — 47 of 68 m3 done",CIV-FDN-1167,exact,,civil,train,,,
dpr_day_06.txt,2026-05-16,"Shuttering and concreting M25, separator foundation V-1101 ongoing",CIV-FDN-1103,exact,,civil,dev,,,
dpr_day_06.txt,2026-05-16,"7-day wet cure, separator foundation V-1101 in progress, about 87% complete, as of today",CIV-FDN-1104,exact,2026-05-16,civil,dev,,,
dpr_day_06.txt,2026-05-16,"Field welds, Unit 1 manifold spools, welds 1-12 in progress, 3 nos out of 12 achieved",STA-WLD-1205,exact,,static_equipment,dev,,,
dpr_day_06.txt,2026-05-16,"Alignment check and coupling, compressor PK-2401 to receiver — 1 nos out of 1 done",STA-MCH-1217,exact,,static_equipment,test,,,
dpr_day_06.txt,2026-05-16,"Set air receiver V-2301, utilities area in progress, 1 nos out of 1 achieved",STA-SET-1215,exact,,static_equipment,train,,,
dpr_day_06.txt,2026-05-16,"Install wellhead flowline risers, WHP-1101 and WHP-1102, 1 nos out of 2 complete so far",STA-SET-1206,exact,,static_equipment,train,,,
dpr_day_06.txt,2026-05-16,"Set instrument air compressors, the compressor package — completed on 15 May",STA-MCH-1216,exact,2026-05-15,static_equipment,test,,,
dpr_day_06.txt,2026-05-16,"Load and fit internals and demisters, V-2101 stopped, material shortage at store",STA-INT-1213,exact,,static_equipment,dev,,,
dpr_day_06.txt,2026-05-16,"Internal floating roof assembly, TK-2102, finished 17 May 2026, JMR raised",STA-TNK-1235,exact,2026-05-17,static_equipment,train,,,
dpr_day_06.txt,2026-05-16,"FST-1301 — Install flare tip ignition panel and pilot lines, finished 6 May, JMR raised",STA-FLR-1224,exact,2026-05-06,static_equipment,test,,,
dpr_day_06.txt,2026-05-16,"Fit internals and demisters, V-2201 — 1 nos out of 1 done, as of today",STA-INT-1214,exact,2026-05-16,static_equipment,train,,,
dpr_day_06.txt,2026-05-16,"Set production manifold header assemblies, Unit 1, the sixteen inch line tie-ins delayed by 4 days, crane availability",STA-SET-1204,exact,,static_equipment,test,,,
dpr_day_06.txt,2026-05-16,"Tank shell erection and roof, TK-2102 — completed on 12 May",STA-TNK-1234,exact,2026-05-12,static_equipment,train,,,
dpr_day_06.txt,2026-05-16,"Earth grid and earthing pits, site-wide — 1595 of 2400 m done",EL-GRD-1378,exact,,electrical,train,,,
dpr_day_06.txt,2026-05-16,"TK-2101 — crew on site, progress steady",STA-TNK-1232,near_miss,,static_equipment,train,shared_tag,which activity on TK-2101,CIV-FDN-1150|CIV-FDN-1151|STA-TNK-1230|STA-TNK-1231|STA-TNK-1233|STA-DRY-1521
dpr_day_06.txt,2026-05-16,"V-2201 — crew on site, progress steady, as of 2026-05-15",STA-SET-1211,near_miss,2026-05-15,static_equipment,train,shared_tag,which activity on V-2201,CIV-FDN-1120|STA-INT-1214
dpr_day_06.txt,2026-05-16,"FST-1301 — crew on site, progress steady",STA-FLR-1223,near_miss,,static_equipment,test,shared_tag,which activity on FST-1301,CIV-FDN-1127|STA-FLR-1220|STA-FLR-1221|STA-FLR-1224|PIP-ERC-1331|STA-FLS-1526
dpr_day_06.txt,2026-05-16,"Work continuing on 10""-P-1602-B1A, about 34% done, as of 13 May",PIP-UGS-1173,near_miss,2026-05-13,piping,test,shared_tag,"which activity on 10""-P-1602-B1A",PIP-UGS-1170|PIP-UGS-1171|PIP-UGS-1172|PIP-UGS-1174|PIP-UGS-1175|PIP-ERC-1352
dpr_day_06.txt,2026-05-16,"Loop check, Unit loops to ongoing at site, as of today",INS-CHK-1407,near_miss,2026-05-16,instrumentation,dev,adjacent_sequence,1 / 1101 / 1128 / 2 / 2101 / 2122,INS-CHK-1406
dpr_day_06.txt,2026-05-16,"7-day wet cure, foundation, balance to be completed next week, as of 16 May",CIV-FDN-1118,near_miss,2026-05-16,civil,dev,discriminator_omitted,1101 / separator / 2101,CIV-FDN-1104
dpr_day_06.txt,2026-05-16,Toolbox talk conducted on working at height for 42 workers,NO_MATCH,no_match,,,train,,,
dpr_day_06.txt,2026-05-16,"Extra soak pit constructed for wash bay, variation order raised",NO_MATCH,no_match,,,train,,,
dpr_day_06.txt,2026-05-16,"Scaffolding material returned to the hire company, 8 loads",NO_MATCH,no_match,,,train,,,
dpr_day_07.txt,2026-05-30,"Cable trench with precast covers, Unit 2 to s/s, 157 of 190 m complete so far. baaki kal karenge",CIV-UGS-1181,exact,,civil,test,,,
dpr_day_07.txt,2026-05-30,"Work front opened for Trench sand bedding and protection tiles, cable routes on 29/May/2026",CIV-UGS-1182,exact,2026-05-29,civil,train,,,
dpr_day_07.txt,2026-05-30,"Control building blockwork and roofing, 45 of 145 m2 complete so far",CIV-BLD-1161,exact,,civil,dev,,,
dpr_day_07.txt,2026-05-30,"Cable trench with precast covers, Unit 1 to substation completed 26 May",CIV-UGS-1180,exact,2026-05-26,civil,test,,,
dpr_day_07.txt,2026-05-30,"potable water line 2""-p-2303-c5b, control building — completed on 28 may. baaki kal karenge",PIP-ERC-1353,exact,2026-05-28,piping,dev,,,
dpr_day_07.txt,2026-05-30,"alignment check, p-1401a/b couplings closed out 28 may",STA-MCH-1241,exact,2026-05-28,static_equipment,test,,,
