source_file,page,line_index,text,ocr_confidence,bbox_json,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,5,CC:,0.853176,"[[148.0,177.0],[185.0,177.0],[185.0,201.0],[148.0,201.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,6,"Peppers, Nicki;",0.987161,"[[355.0,176.0],[509.0,173.0],[509.0,201.0],[356.0,203.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,7,Subject:,0.999618,"[[147.0,203.0],[247.0,203.0],[247.0,234.0],[147.0,234.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,8,"8078, IDR",0.991759,"[[356.0,206.0],[460.0,206.0],[460.0,230.0],[356.0,230.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,9,Date:,0.996431,"[[148.0,233.0],[214.0,233.0],[214.0,258.0],[148.0,258.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,10,"Friday, March 04, 2011 4:41:40 PM",0.979477,"[[355.0,231.0],[711.0,231.0],[711.0,260.0],[355.0,260.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,11,Attachments:,0.99942,"[[149.0,261.0],[304.0,261.0],[304.0,285.0],[149.0,285.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,12,8078IDR 1-14-11.pdf,0.983867,"[[356.0,259.0],[579.0,261.0],[579.0,288.0],[356.0,285.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,13,"Please file attached under Contract 8078, IDR's",0.990426,"[[149.0,325.0],[699.0,326.0],[699.0,356.0],[149.0,355.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,14,"Thanks,",0.999415,"[[149.0,392.0],[239.0,395.0],[238.0,427.0],[148.0,424.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,1,15,Keith,0.999902,"[[146.0,463.0],[214.0,463.0],[214.0,495.0],[146.0,495.0]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,1,WashingtonState,0.994845,"[[341.6,110.53],[538.83,110.53],[538.83,140.1],[341.6,140.1]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,2,Inspector'sDailyReport,0.973501,"[[969.38,115.68],[1406.37,114.39],[1406.37,152.95],[969.38,154.23]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,3,DepartmentofTransportation,0.994559,"[[339.02,133.67],[672.89,128.53],[672.89,158.09],[339.02,163.23]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,4,IDR Sheet,0.954221,"[[679.34,205.65],[774.73,205.65],[774.73,232.64],[679.34,232.64]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,5,of,0.997025,"[[916.52,204.36],[944.88,204.36],[944.88,231.35],[916.52,231.35]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,6,Sheets,0.996729,"[[1153.71,201.79],[1222.03,201.79],[1222.03,228.78],[1153.71,228.78]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,7,Day,0.998567,"[[654.84,244.2],[693.52,244.2],[693.52,269.91],[654.84,269.91]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,8,Date,0.998593,"[[1078.95,235.21],[1126.64,237.78],[1124.06,266.05],[1076.37,263.48]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,9,Contract,0.994124,"[[269.41,248.06],[340.31,248.06],[340.31,271.19],[269.41,271.19]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,10,8078,0.999505,"[[429.26,286.62],[489.84,284.05],[491.13,314.89],[430.55,317.46]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,11,Friday,0.998397,"[[831.45,284.05],[903.63,284.05],[903.63,316.18],[831.45,316.18]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,12,"January14,2011",0.975785,"[[1152.42,281.48],[1329.02,278.91],[1329.02,309.75],[1152.42,312.32]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,13,"DIARY-Includingbutnot limited to:areportof theday’soperations,timelog(if applicable),ordersgivenandreceived,",0.918843,"[[269.41,331.6],[1260.7,323.89],[1260.7,353.45],[269.41,361.16]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,14,"discussionswithcontractor,andanyapplicablestatementsforthemonthlyestimate.",0.983283,"[[268.12,358.59],[974.53,352.17],[974.53,381.73],[268.12,388.16]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,15,Frank Green providedverbal approval today to issue Change Order No.1 whichwill revise contract plan sheet,0.962083,"[[264.26,390.73],[1378.01,380.44],[1378.01,412.58],[264.26,422.86]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,16,PLS1 by showing the additional preexisting geotechnical boring locations.The coordinates of the additional,0.976001,"[[265.55,424.14],[1352.23,413.86],[1352.23,447.28],[265.55,457.56]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,17,boring locations were added in Addendum No. 1. This is a no cost change order and time is not affected.,0.987234,"[[265.55,456.28],[1314.84,447.28],[1314.84,481.98],[265.55,490.98]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,18,LA.,0.666274,"[[970.66,1488.36],[1136.95,1493.5],[1135.66,1543.62],[969.38,1538.48]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,19,1/14/2011,0.999808,"[[716.72,1506.35],[825.0,1506.35],[825.0,1537.2],[716.72,1537.2]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,20,DOTForm422-004AEF,0.991122,"[[271.99,1524.34],[458.91,1524.34],[458.91,1550.05],[271.99,1550.05]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,21,Revised 07/2008,0.990004,"[[309.38,1548.77],[443.44,1546.19],[443.44,1571.9],[309.38,1574.47]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-01-14.pdf,2,22,Inspector,0.991043,"[[708.98,1539.77],[795.35,1539.77],[795.35,1566.76],[708.98,1566.76]]",real,True,sha256:ea6f2f929d6210eaaf1fa23e9438ca8707d93b7db2545c7371f722642452101c,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,1,From:,0.996892,"[[136.0,102.0],[203.0,104.0],[202.0,128.0],[135.0,126.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,2,"Daly, Keith",0.924236,"[[328.0,102.0],[430.0,102.0],[430.0,129.0],[328.0,129.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,3,To:,0.981221,"[[133.0,132.0],[174.0,132.0],[174.0,158.0],[133.0,158.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,4,document.control;,0.998918,"[[328.0,133.0],[499.0,133.0],[499.0,156.0],[328.0,156.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,5,CC:,0.87611,"[[135.0,163.0],[170.0,163.0],[170.0,185.0],[135.0,185.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,6,"Peppers,Nicki;Johnson,Dan(JohnsoD@WSDOT.WA.GOV);",0.961177,"[[327.0,160.0],[880.0,159.0],[880.0,184.0],[327.0,185.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,7,Subject:,0.998626,"[[135.0,186.0],[227.0,189.0],[227.0,216.0],[134.0,214.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,8,"Contract8078,NotificationtoAmericanConstructionofcontractexecutionon1/28/2011",0.995962,"[[328.0,189.0],[1138.0,189.0],[1138.0,212.0],[328.0,212.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,9,Date:,0.997658,"[[135.0,214.0],[197.0,214.0],[197.0,238.0],[135.0,238.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,10,"Tuesday,February 01,2011 12:50:28 PM",0.953549,"[[327.0,215.0],[711.0,215.0],[711.0,238.0],[327.0,238.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,11,Attachments:,0.999192,"[[136.0,238.0],[280.0,240.0],[280.0,264.0],[135.0,262.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,12,KeithIDR 2-1-2011.pdf,0.993048,"[[327.0,238.0],[546.0,238.0],[546.0,264.0],[327.0,264.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,13,"DocumentControl,",0.997863,"[[136.0,302.0],[342.0,299.0],[343.0,326.0],[137.0,328.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,14,"Please fileunder Contract8078,officestaff IDR's,notificationof contract execution to",0.959816,"[[137.0,364.0],[1059.0,364.0],[1059.0,390.0],[137.0,390.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,15,contractor.,0.998178,"[[136.0,399.0],[258.0,399.0],[258.0,421.0],[136.0,421.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,16,"Thanks,",0.997713,"[[136.0,455.0],[219.0,458.0],[217.0,487.0],[135.0,484.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,17,Keith Daly,0.980417,"[[135.0,552.0],[231.0,552.0],[231.0,576.0],[135.0,576.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,18,AssistantBusinessManager,0.997488,"[[135.0,577.0],[388.0,579.0],[387.0,603.0],[134.0,601.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,19,Columbia River Crossing Project|mailto:dalyk@columbiarivercrossing.org,0.976119,"[[135.0,627.0],[724.0,628.0],[724.0,654.0],[134.0,653.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,20,"700 Washington St.Suite 300, Vancouver,WA 98660",0.966266,"[[136.0,656.0],[552.0,656.0],[552.0,679.0],[136.0,679.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,21,office:360.816.8870Office:503.256.2726 Ext.8870,0.975889,"[[136.0,678.0],[561.0,678.0],[561.0,701.0],[136.0,701.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
raw/wsdot/C8078/idrs/IDR-2011-02-01.pdf,1,22,Fax:360.737.0294,0.998036,"[[135.0,704.0],[283.0,704.0],[283.0,724.0],[135.0,724.0]]",real,True,sha256:880518c98759e9eb58118a8ec2fee1a093f25c3aafe4c629ec1d82078e7fa267,machine_ocr,machine_extracted_unverified
