record_id,source_row,accident_type,factor_path,factor_name,span_index,span_text,keywords_json,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
159608.015,10,fall,object_involved,object_involved,1,truss,"[""truss""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159608.015,10,fall,behavioral_factors,behavioral_factors,1,employee was wearing a Werner fall protection harness but was not tied to an anchor point,"[""not tied to an anchor point""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159608.015,10,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,was not tied to an anchor point,"[""not tied to an anchor point""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159608.015,10,fall,consequences,consequences,1,employee died from head injuries,"[""died from head injuries""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159608.015,10,fall,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,working_circumstances,working_circumstances,1,"An employee, a 25-year-old Spanish speaking male construction laborer, was preparing and staging areas of the facility roof in preparation for demolition and replacement of metal roofing areas. This included walking along the roof area to deliver and move products and tools","[""25-year-old Spanish speaking male construction laborer"", ""preparing and staging areas of the facility roof"", ""demolition and replacement of metal roofing areas"", ""walking along the roof area""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,object_involved,object_involved,1,roof,"[""roof""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,working_condition_factors,working_condition_factors,1,particular area contained rusted and eroded metal sheet roofing between metal trusses,"[""rusted and eroded"", ""metal sheet roofing"", ""between metal trusses""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,working_condition_factors/workspace_condition,workspace_condition,1,rusted and eroded metal sheet roofing between metal trusses,"[""rusted and eroded"", ""metal sheet roofing"", ""between metal trusses""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,consequences,consequences,1,"employee sustained internal brain injuries, including swelling and bleeding. The employee was not able to survive the head trauma and ultimately died","[""internal brain injuries"", ""swelling and bleeding"", ""not able to survive the head trauma"", ""died""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159425.015,11,fall,consequences/affected_body_part,affected_body_part,1,brain,"[""brain""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,working_circumstances,working_circumstances,1,An employee working as a roofer for a roofing contractor was carrying tools and equipment up onto the roof of a residence,"[""working as a roofer for a roofing contractor"", ""carrying tools and equipment up onto the roof of a residence""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,object_involved,object_involved,1,roof,"[""roof""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,behavioral_factors,behavioral_factors,1,employee was not wearing any fall protection equipment,"[""not wearing any fall protection equipment""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,was not wearing any fall protection equipment,"[""not wearing any fall protection equipment""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,consequences,consequences,1,died from head trauma,"[""died from head trauma""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159868.015,12,fall,consequences/affected_body_part,affected_body_part,1,head,"[""head""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,working_circumstances,working_circumstances,1,"An employee workings as an electrical installer for an electrical contractor was working on a roof installing solar panels. According to statements made by a coworker who was on the roof at the time of the incident, the employee was attaching the panels to their roof brackets using a drill/driver","[""workings as an electrical installer for an electrical contractor"", ""working on a roof installing solar panels"", ""attaching the panels to their roof brackets"", ""using a drill/driver""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,object_involved,object_involved,1,roof,"[""roof""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,behavioral_factors,behavioral_factors,1,"employee was wearing a safety harness, but it was not attached to any of the fall protection lines in place on the roof","[""not attached to any of the fall protection lines""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,was not attached to any of the fall protection lines in place on the roof,"[""not attached to any of the fall protection lines""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,consequences,consequences,1,"employee dies from multiple broken bones, spinal fractures, a collapsed lung and a ruptured aorta","[""dies"", ""multiple broken bones"", ""spinal fractures"", ""collapsed lung"", ""ruptured aorta""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,consequences/affected_body_part,affected_body_part,1,spinal,"[""spinal""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,consequences/affected_body_part,affected_body_part,2,lung,"[""lung""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
159624.015,13,fall,consequences/affected_body_part,affected_body_part,3,aorta,"[""aorta""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
163016.015,14,fall,working_circumstances,working_circumstances,1,An employee working as a roofer for a roofing contractor was installing new shingles and flashing on a window awning on a 3rd story multi-family residential building,"[""working as a roofer for a roofing contractor"", ""installing new shingles and flashing on a window awning"", ""3rd story multi-family residential building""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
163016.015,14,fall,object_involved,object_involved,1,awning,"[""awning""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
163016.015,14,fall,behavioral_factors,behavioral_factors,1,roofer unhooked from his lanyard that was attached to an aerial lift,"[""unhooked from his lanyard"", ""attached to an aerial lift""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
163016.015,14,fall,behavioral_factors/noncompliant_behavior,noncompliant_behavior,1,unhooked from his lanyard that was attached to an aerial lift,"[""unhooked from his lanyard"", ""attached to an aerial lift""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
163016.015,14,fall,consequences,consequences,1,The employee died from multiple blunt force trauma injuries,"[""died"", ""multiple blunt force trauma injuries""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
158794.015,15,fall,working_circumstances,working_circumstances,1,"Employee #1 and a coworker were working at a two-story residential home under construction. Employee #1 was working on the roof of the structure, at a height of approximately 20 feet, installing weatherproof paper sheets","[""two-story residential home under construction"", ""working on the roof of the structure"", ""height of approximately 20 feet"", ""installing weatherproof paper sheets""]",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,source_published_annotation,source_published_annotation_unreviewed
