activity_id,description,discipline,planned_start,planned_finish,original_duration,schedule_run_date,source_file,source_page,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
1190,MOVE TO LOCATION B,civil,2011-02-22,2011-02-22,1d,2011-01-20,raw/wsdot/C8078/schedules/2011-01-21.pdf,2,real,True,sha256:e601a777823c9c2a7b7166395b463651882a1b8370fb29dbe615bedcb9cfa3ba,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1200,RESTRIKE PILE B-1,civil,2011-02-22,2011-02-22,1d,2011-01-20,raw/wsdot/C8078/schedules/2011-01-21.pdf,2,real,True,sha256:e601a777823c9c2a7b7166395b463651882a1b8370fb29dbe615bedcb9cfa3ba,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1210,RESTRIKE PILE B-2,civil,2011-02-22,2011-02-22,1d,2011-01-20,raw/wsdot/C8078/schedules/2011-01-21.pdf,2,real,True,sha256:e601a777823c9c2a7b7166395b463651882a1b8370fb29dbe615bedcb9cfa3ba,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1220,REMOVE LOCATION B PILES,civil,2011-02-23,2011-02-24,2d,2011-01-20,raw/wsdot/C8078/schedules/2011-01-21.pdf,2,real,True,sha256:e601a777823c9c2a7b7166395b463651882a1b8370fb29dbe615bedcb9cfa3ba,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1230,DEMOBILIZE,civil,2011-02-25,2011-02-25,1d,2011-01-20,raw/wsdot/C8078/schedules/2011-01-21.pdf,2,real,True,sha256:e601a777823c9c2a7b7166395b463651882a1b8370fb29dbe615bedcb9cfa3ba,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1000,NOTICE OF AWARD,civil,2011-01-12,2011-01-12,0d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1005,PROJECT COMPLETION,civil,2011-02-28,2011-02-28,0d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1010,PREPARE SUBMITTALS,civil,2011-01-12,2011-01-21,8d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1020,ORDER/RECEIVE PIPE PILING,civil,2011-01-24,2011-02-10,14d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1030,ORDER/RECEIVE UNCONFINED BUBBLE CURTAIN,civil,2011-01-24,2011-02-10,14d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1040,ORDER/RECEIVE CONFINED BUBBLE CURTAIN,civil,2011-01-24,2011-02-10,14d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1050,MOBILIZE TO LOCATION A,civil,2011-02-11,2011-02-11,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1055,TEST UNCONFINED BUBBLE CURTAIN,civil,2011-02-12,2011-02-12,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1060,INSTALL PILE A-1,civil,2011-02-12,2011-02-12,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1065,TEST CONFINED BUBBLE CURTAIN,civil,2011-02-14,2011-02-14,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1070,INSTALL PILE A-2,civil,2011-02-14,2011-02-14,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1080,INSTALL PILE A-3,civil,2011-02-15,2011-02-15,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1090,INSTALL PILE A-4,civil,2011-02-15,2011-02-15,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1100,MOVE TO LOCATION B,civil,2011-02-16,2011-02-16,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1110,INSTALL PILE B-1,civil,2011-02-16,2011-02-16,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1120,INSTALL PILE B-2,civil,2011-02-17,2011-02-17,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1130,MOVE TO LOCATION A,civil,2011-02-17,2011-02-17,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1140,RESTRIKE PILE A-1,civil,2011-02-18,2011-02-18,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1150,RESTRIKE PILE A-2,civil,2011-02-18,2011-02-18,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1160,RESTRIKE PILE A-3,civil,2011-02-18,2011-02-18,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1170,RESTRIKE PILE A-4,civil,2011-02-18,2011-02-18,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1180,REMOVE A LOCATION PILES,civil,2011-02-19,2011-02-23,4d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1190,MOVE TO LOCATION B,civil,2011-02-24,2011-02-24,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1200,RESTRIKE PILE B-1,civil,2011-02-24,2011-02-24,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1210,RESTRIKE PILE B-2,civil,2011-02-24,2011-02-24,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1220,REMOVE LOCATION B PILES,civil,2011-02-25,2011-02-26,2d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
1230,DEMOBILIZE,civil,2011-02-28,2011-02-28,1d,2011-02-10,raw/wsdot/C8078/schedules/2011-02-14-.pdf,2,real,True,sha256:2a75a0e42173e03f6f8040904137af859ce8c55387cd10ddc54d0e12bbdbb421,manual_transcription_with_OCR_and_visual_review,manually_reviewed_against_rendered_source
